Date,Open,High,Low,Close,Adj Close,Volume
2020-05-11,20.549999,20.600000,20.350000,20.400000,19.328878,2103300
2020-05-12,20.450001,20.650000,20.400000,20.500000,19.423628,1914568
2020-05-13,20.500000,20.650000,20.350000,20.549999,19.471001,1149024
2020-05-14,20.400000,20.549999,20.000000,20.000000,18.949881,2008997
2020-05-15,20.299999,20.350000,19.850000,19.950001,18.902506,1872171
2020-05-18,19.950001,20.000000,19.650000,19.700001,18.665632,1656639
2020-05-19,19.900000,20.650000,19.900000,20.549999,19.471001,3738854
2020-05-20,20.700001,20.700001,20.450001,20.500000,19.423628,1901258
2020-05-21,20.650000,20.650000,20.500000,20.650000,19.565752,1590545
2020-05-22,20.650000,20.650000,20.250000,20.250000,19.186754,1924361
2020-05-25,20.299999,20.500000,20.049999,20.400000,19.328878,844700
2020-05-26,20.549999,20.650000,20.400000,20.400000,19.328878,1228001
2020-05-27,20.549999,20.549999,20.350000,20.400000,19.328878,1296200
2020-05-28,20.500000,20.700001,20.400000,20.400000,19.328878,2210600
2020-05-29,20.450001,20.650000,20.400000,20.400000,19.328878,1274777
2020-06-01,20.549999,20.700001,20.500000,20.650000,19.565752,1439502
2020-06-02,20.799999,20.799999,20.600000,20.600000,19.518377,1529500
2020-06-03,20.750000,20.900000,20.700001,20.799999,19.707874,2109671
2020-06-04,20.950001,21.150000,20.900000,20.950001,19.850000,1769303
2020-06-05,20.950001,21.000000,20.900000,20.950001,19.850000,1970292
2020-06-08,21.000000,21.049999,20.850000,21.000000,19.897375,2607150
2020-06-09,21.000000,21.000000,20.750000,20.900000,19.802626,1412661
2020-06-10,20.799999,21.000000,20.750000,20.900000,19.802626,1574723
2020-06-11,20.950001,21.000000,20.500000,20.500000,19.423628,3032800
2020-06-12,20.000000,20.299999,19.900000,20.299999,19.234129,2440050
2020-06-15,20.299999,20.450001,20.250000,20.299999,19.234129,1347362
2020-06-16,20.400000,20.600000,20.400000,20.549999,19.471001,1390076
2020-06-17,20.600000,20.700001,20.500000,20.650000,19.565752,1375657
2020-06-18,20.650000,20.700001,20.450001,20.650000,19.565752,1517285
2020-06-19,20.650000,21.000000,20.650000,20.700001,19.613127,3995663
2020-06-22,20.700001,20.799999,20.650000,20.700001,19.613127,2731110
2020-06-23,20.799999,20.799999,20.600000,20.799999,19.707874,2239461
2020-06-24,20.799999,21.000000,20.750000,20.950001,19.850000,4038673
2020-06-29,19.900000,19.900000,19.549999,19.549999,19.549999,5203102
2020-06-30,19.799999,19.799999,19.600000,19.650000,19.650000,1723150
2020-07-01,19.700001,21.100000,19.700001,21.000000,21.000000,13859578
2020-07-02,20.750000,20.950001,20.250000,20.549999,20.549999,7399756
2020-07-03,20.650000,20.650000,20.250000,20.500000,20.500000,3888661
2020-07-06,20.600000,21.200001,20.400000,20.549999,20.549999,9951843
2020-07-07,20.650000,20.799999,20.299999,20.650000,20.650000,5299401
2020-07-08,21.100000,21.200001,20.600000,20.700001,20.700001,7108371
2020-07-09,20.900000,20.950001,20.600000,20.700001,20.700001,4348163
2020-07-10,20.750000,21.500000,20.400000,21.100000,21.100000,9919460
2020-07-13,21.400000,21.450001,21.000000,21.100000,21.100000,4814896
2020-07-14,21.049999,22.350000,20.799999,22.299999,22.299999,18874073
2020-07-15,22.500000,23.200001,21.900000,22.700001,22.700001,22471790
2020-07-16,23.049999,23.750000,22.850000,23.600000,23.600000,24855614
2020-07-17,23.450001,23.750000,22.500000,23.150000,23.150000,16224693
2020-07-20,23.100000,23.250000,22.400000,22.650000,22.650000,6278484
2020-07-21,22.650000,23.200001,22.150000,22.400000,22.400000,9071431
2020-07-22,22.500000,23.250000,22.350000,23.250000,23.250000,11243818
2020-07-23,23.299999,23.450001,22.799999,22.950001,22.950001,6712588
2020-07-24,22.850000,23.150000,22.000000,22.350000,22.350000,8777151
2020-07-27,22.650000,22.750000,21.900000,21.900000,21.900000,5280680
2020-07-28,22.100000,22.500000,21.500000,21.600000,21.600000,4766373
2020-07-29,21.850000,22.799999,21.549999,22.750000,22.750000,6152989
2020-07-30,22.450001,22.750000,22.000000,22.700001,22.700001,5628312
2020-07-31,22.700001,22.750000,22.350000,22.500000,22.500000,2790180
2020-08-03,22.600000,23.600000,22.549999,23.200001,23.200001,12801744
2020-08-04,23.500000,24.000000,23.100000,23.299999,23.299999,12260022
2020-08-05,23.350000,23.799999,23.100000,23.299999,23.299999,7217725
2020-08-06,23.700001,23.700001,23.000000,23.100000,23.100000,6301729
2020-08-07,23.500000,23.799999,23.150000,23.500000,23.500000,9505265
2020-08-10,24.000000,25.400000,23.600000,25.299999,25.299999,46280931
2020-08-11,25.350000,25.450001,24.299999,24.799999,24.799999,29961488
2020-08-12,24.700001,24.850000,24.200001,24.549999,24.549999,10467942
2020-08-13,24.850000,24.850000,23.900000,24.000000,24.000000,12027100
2020-08-14,24.000000,25.200001,24.000000,24.850000,24.850000,16830427
2020-08-17,25.000000,25.150000,24.500000,24.700001,24.700001,11785736
2020-08-18,24.600000,24.950001,24.100000,24.799999,24.799999,8473003
2020-08-19,25.200001,26.100000,25.000000,25.450001,25.450001,28488590
2020-08-20,25.200001,25.250000,22.950001,23.400000,23.400000,17889208
2020-08-21,23.900000,24.299999,23.400000,24.000000,24.000000,7759000
2020-08-24,24.299999,25.200001,24.000000,24.950001,24.950001,26423515
2020-08-25,25.049999,26.450001,24.850000,26.400000,26.400000,56310280
2020-08-26,26.200001,26.200001,25.549999,25.650000,25.650000,37457663
2020-08-27,26.250000,27.450001,25.900000,26.299999,26.299999,67096443
2020-08-28,26.000000,26.549999,25.799999,26.200001,26.200001,18463351
2020-08-31,26.400000,26.700001,25.750000,25.850000,25.850000,17437787
2020-09-01,25.750000,25.850000,25.000000,25.250000,25.250000,15713415
2020-09-02,25.600000,26.000000,25.350000,25.500000,25.500000,13086548
2020-09-03,25.700001,25.799999,25.200001,25.299999,25.299999,9934734
2020-09-04,24.850000,25.600000,24.650000,25.400000,25.400000,10188001
2020-09-07,25.600000,26.299999,25.250000,25.600000,25.600000,14233841
2020-09-08,25.950001,26.100000,25.600000,25.650000,25.650000,12658743
2020-09-09,25.400000,25.450001,24.950001,25.299999,25.299999,7066360
2020-09-10,25.400000,25.600000,24.950001,25.049999,25.049999,6253603
2020-09-11,25.000000,25.200001,24.250000,24.299999,24.299999,10050822
2020-09-14,24.400000,24.900000,24.350000,24.700001,24.700001,3629691
2020-09-15,24.750000,25.400000,24.700001,25.350000,25.350000,7658399
2020-09-16,25.450001,25.600000,25.100000,25.150000,25.150000,5127236
2020-09-17,25.250000,25.700001,25.100000,25.400000,25.400000,7668075
2020-09-18,25.799999,26.100000,25.549999,25.850000,25.850000,9835961
2020-09-21,26.150000,26.350000,25.549999,25.549999,25.549999,10764621
2020-09-22,25.400000,25.400000,24.700001,24.900000,24.900000,6854899
2020-09-23,25.100000,25.250000,24.549999,24.650000,24.650000,4542630
2020-09-24,24.250000,24.450001,24.000000,24.049999,24.049999,5555732
2020-09-25,24.250000,24.400000,23.000000,23.299999,23.299999,7671672
2020-09-28,23.600000,24.150000,23.350000,24.000000,24.000000,3161731
2020-09-29,24.049999,24.350000,23.799999,23.850000,23.850000,2276653
2020-09-30,23.850000,24.049999,23.600000,23.950001,23.950001,1457132
2020-10-05,23.950001,24.250000,23.950001,24.000000,24.000000,1847823
2020-10-06,24.250000,25.299999,24.200001,25.200001,25.200001,13152021
2020-10-07,24.900000,25.400000,24.750000,25.150000,25.150000,4067300
2020-10-08,25.400000,25.450001,25.100000,25.150000,25.150000,3078155
2020-10-12,25.299999,25.549999,25.049999,25.400000,25.400000,5815731
2020-10-13,25.799999,27.250000,25.600000,26.850000,26.850000,42352366
2020-10-14,27.000000,28.400000,26.500000,27.350000,27.350000,57057660
2020-10-15,27.150000,27.799999,26.549999,26.700001,26.700001,23343205
2020-10-16,26.950001,27.299999,26.200001,26.299999,26.299999,14090990
2020-10-19,26.549999,26.900000,26.400000,26.400000,26.400000,6231333
2020-10-20,26.500000,26.750000,26.250000,26.549999,26.549999,5856482
2020-10-21,26.750000,27.150000,26.549999,26.600000,26.600000,7373843
2020-10-22,26.900000,27.299999,26.500000,26.650000,26.650000,9106820
2020-10-23,27.049999,27.299999,26.799999,26.799999,26.799999,8723539
2020-10-26,27.100000,27.400000,26.900000,27.000000,27.000000,8161455
2020-10-27,26.700001,26.950001,26.600000,26.650000,26.650000,6108651
2020-10-28,26.900000,27.299999,26.700001,26.799999,26.799999,8472775
2020-10-29,26.400000,26.700001,25.900000,26.600000,26.600000,6899450
2020-10-30,26.650000,26.950001,26.100000,26.100000,26.100000,6383101
2020-11-02,26.150000,26.500000,25.700001,26.250000,26.250000,5411724
2020-11-03,26.600000,27.000000,26.450001,26.650000,26.650000,5904898
2020-11-04,26.950001,27.000000,26.600000,26.700001,26.700001,4610125
2020-11-05,26.700001,27.500000,26.700001,27.049999,27.049999,13961502
